"","enzyme_gene","class"
"3149","ENPP4","Bis(5'-adenosyl)-triphosphatase"
"3150","FHIT","Bis(5'-adenosyl)-triphosphatase"
"3151","ENTP5","Guanosine-diphosphatase"
"3152","DOPP1","Dolichyldiphosphatase"
"3153","NUD14","UDP-sugar diphosphatase"
"3154","NUD22","UDP-sugar diphosphatase"
"3155","NUD10","Diphosphoinositol-polyphosphate diphosphatase"
"3156","NUD11","Diphosphoinositol-polyphosphate diphosphatase"
"3157","NUD4B","Diphosphoinositol-polyphosphate diphosphatase"
"3158","NUDT3","Diphosphoinositol-polyphosphate diphosphatase"
"3159","NUDT4","Diphosphoinositol-polyphosphate diphosphatase"
"3160","ADPRM","Mn(2+)-dependent ADP-ribose/CDP-alcohol diphosphatase"
"3161","8ODP","8-oxo-dGTP diphosphatase"
"3162","8ODP","2-hydroxy-dATP diphosphatase"
"3163","NUD18","8-oxo-dGDP phosphatase"
"3164","NUDT5","8-oxo-dGDP phosphatase"
"3165","DCPS","5'-(N(7)-methyl 5'-triphosphoguanosine)-[mRNA] diphosphatase"
"3166","NUD10","Diadenosine hexaphosphate hydrolase (AMP-forming)"
"3167","NUD11","Diadenosine hexaphosphate hydrolase (AMP-forming)"
"3168","DCP2","5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] hydrolase"
"3169","NUD16","5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] hydrolase"
"3170","NUD16","Inosine diphosphate phosphatase"
"3171","AT2A1","Calcium-transporting ATPase"
"3172","AT2A2","Calcium-transporting ATPase"
"3173","AT2A3","Calcium-transporting ATPase"
"3174","AT2B1","Calcium-transporting ATPase"
"3175","AT2B2","Calcium-transporting ATPase"
"3176","AT2B3","Calcium-transporting ATPase"
"3177","AT2B4","Calcium-transporting ATPase"
"3178","AT2C1","Calcium-transporting ATPase"
"3179","AT2C2","Calcium-transporting ATPase"
"3180","AT1A1","Sodium/potassium-exchanging ATPase"
"3181","AT1A2","Sodium/potassium-exchanging ATPase"
"3182","AT1A3","Sodium/potassium-exchanging ATPase"
"3183","AT1A4","Sodium/potassium-exchanging ATPase"
"3184","AT12A","Hydrogen/potassium-exchanging ATPase"
"3185","ATP4A","Hydrogen/potassium-exchanging ATPase"
"3186","CFTR","Channel-conductance-controlling ATPase"
"3187","ATP7A","Cu(+) exporting ATPase"
"3188","ATP7B","Cu(+) exporting ATPase"
"3189","NSF","Vesicle-fusing ATPase"
"3190","TERA","Vesicle-fusing ATPase"
"3191","VPS4A","Vesicle-fusing ATPase"
"3192","VPS4B","Vesicle-fusing ATPase"
"3193","CH60","Chaperonin ATPase"
"3194","AFG2H","Non-chaperonin molecular chaperone ATPase"
"3195","BIP","Non-chaperonin molecular chaperone ATPase"
"3196","ARIP4","DNA helicase"
"3197","ASCC3","DNA helicase"
"3198","ATRX","DNA helicase"
"3199","BLM","DNA helicase"
"3200","CHD1L","DNA helicase"
"3201","CHD1","DNA helicase"
"3202","CHD2","DNA helicase"
"3203","CHD3","DNA helicase"
"3204","CHD4","DNA helicase"
"3205","CHD5","DNA helicase"
"3206","CHD6","DNA helicase"
"3207","CHD7","DNA helicase"
"3208","CHD8","DNA helicase"
"3209","CHD9","DNA helicase"
"3210","DDX11","DNA helicase"
"3211","DHX36","DNA helicase"
"3212","DNA2","DNA helicase"
"3213","DQX1","DNA helicase"
"3214","ERC6L","DNA helicase"
"3215","ERCC2","DNA helicase"
"3216","ERCC3","DNA helicase"
"3217","FBH1","DNA helicase"
"3218","G3BP1","DNA helicase"
"3219","HELB","DNA helicase"
"3220","HELQ","DNA helicase"
"3221","HFM1","DNA helicase"
"3222","MCM2","DNA helicase"
"3223","MCM3","DNA helicase"
"3224","MCM4","DNA helicase"
"3225","MCM5","DNA helicase"
"3226","MCM6","DNA helicase"
"3227","MCM7","DNA helicase"
"3228","MCM8","DNA helicase"
"3229","MCM9","DNA helicase"
"3230","NAV2","DNA helicase"
"3231","PEO1","DNA helicase"
"3232","PIF1","DNA helicase"
"3233","RECQ1","DNA helicase"
"3234","RECQ4","DNA helicase"
"3235","RECQ5","DNA helicase"
"3236","RTEL1","DNA helicase"
"3237","RUVB1","DNA helicase"
"3238","RUVB2","DNA helicase"
"3239","SMBP2","DNA helicase"
"3240","SMRCD","DNA helicase"
"3241","T2FB","DNA helicase"
"3242","WRN","DNA helicase"
"3243","AQR","RNA helicase"
"3244","D11L8","RNA helicase"
"3245","DD19A","RNA helicase"
"3246","DD19B","RNA helicase"
"3247","DDX10","RNA helicase"
"3248","DDX12","RNA helicase"
"3249","DDX17","RNA helicase"
"3250","DDX18","RNA helicase"
"3251","DDX1","RNA helicase"
"3252","DDX20","RNA helicase"
"3253","DDX21","RNA helicase"
"3254","DDX23","RNA helicase"
"3255","DDX24","RNA helicase"
"3256","DDX25","RNA helicase"
"3257","DDX27","RNA helicase"
"3258","DDX28","RNA helicase"
"3259","DDX31","RNA helicase"
"3260","DDX3X","RNA helicase"
"3261","DDX3Y","RNA helicase"
"3262","DDX41","RNA helicase"
"3263","DDX42","RNA helicase"
"3264","DDX43","RNA helicase"
"3265","DDX46","RNA helicase"
"3266","DDX47","RNA helicase"
"3267","DDX49","RNA helicase"
"3268","DDX4","RNA helicase"
"3269","DDX50","RNA helicase"
"3270","DDX51","RNA helicase"
"3271","DDX52","RNA helicase"
"3272","DDX53","RNA helicase"
"3273","DDX54","RNA helicase"
"3274","DDX55","RNA helicase"
"3275","DDX56","RNA helicase"
"3276","DDX58","RNA helicase"
"3277","DDX59","RNA helicase"
"3278","DDX5","RNA helicase"
"3279","DDX60","RNA helicase"
"3280","DDX6L","RNA helicase"
"3281","DDX6","RNA helicase"
"3282","DHX15","RNA helicase"
"3283","DHX16","RNA helicase"
"3284","DHX29","RNA helicase"
"3285","DHX30","RNA helicase"
"3286","DHX32","RNA helicase"
"3287","DHX33","RNA helicase"
"3288","DHX34","RNA helicase"
"3289","DHX35","RNA helicase"
"3290","DHX36","RNA helicase"
"3291","DHX37","RNA helicase"
"3292","DHX40","RNA helicase"
"3293","DHX57","RNA helicase"
"3294","DHX58","RNA helicase"
"3295","DHX8","RNA helicase"
"3296","DHX9","RNA helicase"
"3297","DX39A","RNA helicase"
"3298","DX39B","RNA helicase"
"3299","FANCJ","RNA helicase"
"3300","FANCM","RNA helicase"
"3301","G3BP1","RNA helicase"
"3302","IF4A1","RNA helicase"
"3303","IF4A2","RNA helicase"
"3304","IF4A3","RNA helicase"
"3305","IFIH1","RNA helicase"
"3306","M10L1","RNA helicase"
"3307","MOV10","RNA helicase"
"3308","MTREX","RNA helicase"
"3309","PRP16","RNA helicase"
"3310","SMBP2","RNA helicase"
"3311","SUV3","RNA helicase"
"3312","TDR12","RNA helicase"
"3313","TDRD9","RNA helicase"
"3314","U520","RNA helicase"
"3315","YTDC2","RNA helicase"
"3316","IF2P","Protein-synthesizing GTPase"
"3317","DNM1L","Dynamin GTPase"
"3318","DYN1","Dynamin GTPase"
"3319","DYN2","Dynamin GTPase"
"3320","DYN3","Dynamin GTPase"
"3321","OPA1","Dynamin GTPase"
"3322","FAAA","Fumarylacetoacetase"
"3323","KYNU","Kynureninase"
"3324","FAHD1","Acylpyruvate hydrolase"
"3325","PHP14","Phosphohistidine phosphatase"
"3326","SPHM","N-sulfoglucosamine sulfohydrolase"
"3327","IRG1","Aconitate decarboxylase"
"3328","DCMC","Malonyl-CoA decarboxylase"
"3329","CSAD","Aspartate 1-decarboxylase"
"3330","GADL1","Aspartate 1-decarboxylase"
"3331","DCE1","Glutamate decarboxylase"
"3332","DCE2","Glutamate decarboxylase"
"3333","DCOR","Ornithine decarboxylase"
"3334","PUR6","Phosphoribosylaminoimidazole carboxylase"
"3335","DCHS","Histidine decarboxylase"
"3336","UMPS","Orotidine-5'-phosphate decarboxylase"
"3337","DDC","Aromatic-L-amino-acid decarboxylase"
"3338","CSAD","Sulfinoalanine decarboxylase"
"3339","GADL1","Sulfinoalanine decarboxylase"
"3340","PCKGC","Phosphoenolpyruvate carboxykinase (GTP)"
"3341","PCKGM","Phosphoenolpyruvate carboxykinase (GTP)"
"3342","MVD1","Diphosphomevalonate decarboxylase"
"3343","UXS1","UDP-glucuronate decarboxylase"
"3344","COAC","Phosphopantothenoylcysteine decarboxylase"
"3345","DCUP","Uroporphyrinogen decarboxylase"
"3346","ACMSD","Aminocarboxymuconate-semialdehyde decarboxylase"
"3347","DCAM","Adenosylmethionine decarboxylase"
"3348","PISD","Phosphatidylserine decarboxylase"
"3349","DOPD","D-dopachrome decarboxylase"
"3350","VKGC","Peptidyl-glutamate 4-carboxylase"
"3351","ECHD1","Ethylmalonyl-CoA decarboxylase"
"3352","URAD","2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase"
"3353","FAHD1","Oxaloacetate decarboxylase"
"3354","DEOC","Deoxyribose-phosphate aldolase"
"3355","ALDOA","Fructose-bisphosphate aldolase"
"3356","ALDOB","Fructose-bisphosphate aldolase"
"3357","ALDOC","Fructose-bisphosphate aldolase"
"3358","SGPL1","Sphinganine-1-phosphate aldolase"
"3359","NPL","N-acetylneuraminate lyase"
"3360","HMGC2","Hydroxymethylglutaryl-CoA lyase"
"3361","HMGCL","Hydroxymethylglutaryl-CoA lyase"
"3362","HOGA1","4-hydroxy-2-oxoglutarate aldolase"
"3363","CLYBL","(S)-citramalyl-CoA lyase"
"3364","TYW1B","tRNA 4-demethylwyosine synthase (AdoMet-dependent)"
"3365","TYW1","tRNA 4-demethylwyosine synthase (AdoMet-dependent)"
"3366","MOCS1","GTP 3',8-cyclase"
"3367","CAH12","Carbonic anhydrase"
"3368","CAH13","Carbonic anhydrase"
"3369","CAH14","Carbonic anhydrase"
"3370","CAH1","Carbonic anhydrase"
"3371","CAH2","Carbonic anhydrase"
"3372","CAH3","Carbonic anhydrase"
"3373","CAH4","Carbonic anhydrase"
"3374","CAH5A","Carbonic anhydrase"
"3375","CAH5B","Carbonic anhydrase"
"3376","CAH6","Carbonic anhydrase"
"3377","CAH7","Carbonic anhydrase"
"3378","CAH9","Carbonic anhydrase"
"3379","FUMH","Fumarate hydratase"
"3380","ACOC","Aconitate hydratase"
"3381","ACON","Aconitate hydratase"
"3382","ENO4","Phosphopyruvate hydratase"
"3383","ENOA","Phosphopyruvate hydratase"
"3384","ENOB","Phosphopyruvate hydratase"
"3385","ENOG","Phosphopyruvate hydratase"
"3386","ECHA","Enoyl-CoA hydratase"
"3387","ECHM","Enoyl-CoA hydratase"
"3388","ECHP","Enoyl-CoA hydratase"
"3389","AUHM","Methylglutaconyl-CoA hydratase"
"3390","CBSL","Cystathionine beta-synthase"
"3391","CBS","Cystathionine beta-synthase"
"3392","HEM2","Porphobilinogen synthase"
"3393","TGDS","dTDP-glucose 4,6-dehydratase"
"3394","GMDS","GDP-mannose 4,6-dehydratase"
"3395","GLUCM","D-glutamate cyclase"
"3396","HUTU","Urocanate hydratase"
"3397","AUHM","Itaconyl-CoA hydratase"
"3398","FAS","3-hydroxyacyl-[acyl-carrier-protein] dehydratase"
"3399","ENOF1","L-fuconate dehydratase"
"3400","HEM4","Uroporphyrinogen-III synthase"
"3401","T3HPD","Trans-L-3-hydroxyproline dehydratase"
"3402","NNRD","ATP-dependent NAD(P)H-hydrate dehydratase"
"3403","PHS2","4a-hydroxytetrahydrobiopterin dehydratase"
"3404","PHS","4a-hydroxytetrahydrobiopterin dehydratase"
"3405","DHB4","hydratase"
"3406","MTNB","Methylthioribulose 1-phosphate dehydratase"
"3407","DHB4","Enoyl-CoA hydratase 2"
"3408","HACD1","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase"
"3409","HACD2","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase"
"3410","HACD3","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase"
"3411","HACD4","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase"
"3412","LOXE3","Hydroperoxy icosatetraenoate dehydratase"
"3413","AT2L1","Ethanolamine-phosphate phospho-lyase"
"3414","PTPS","6-pyruvoyltetrahydropterin synthase"
"3415","AT2L2","5-phosphonooxy-L-lysine phospho-lyase"
"3416","ALKB1","DNA-(apurinic or apyrimidinic site) lyase"
"3417","APEX1","DNA-(apurinic or apyrimidinic site) lyase"
"3418","APEX2","DNA-(apurinic or apyrimidinic site) lyase"
"3419","APLF","DNA-(apurinic or apyrimidinic site) lyase"
"3420","NEIL1","DNA-(apurinic or apyrimidinic site) lyase"
"3421","NEIL2","DNA-(apurinic or apyrimidinic site) lyase"
"3422","NEIL3","DNA-(apurinic or apyrimidinic site) lyase"
"3423","NTH","DNA-(apurinic or apyrimidinic site) lyase"
"3424","OGG1","DNA-(apurinic or apyrimidinic site) lyase"
"3425","RS3","DNA-(apurinic or apyrimidinic site) lyase"
"3426","HUTH","Histidine ammonia-lyase"
"3427","FTCD","Formimidoyltetrahydrofolate cyclodeaminase"
"3428","SDHL","L-serine ammonia-lyase"
"3429","SDSL","L-serine ammonia-lyase"
"3430","SRR","L-serine ammonia-lyase"
"3431","SRR","D-serine ammonia-lyase"
"3432","SDHL","Threonine ammonia-lyase"
"3433","SDSL","Threonine ammonia-lyase"
"3434","ARLY","Argininosuccinate lyase"
"3435","PUR8","Adenylosuccinate lyase"
"3436","AMD","Peptidylamidoglycolate lyase"
"3437","CHAC1","Glutathione-specific gamma-glutamylcyclotransferase"
"3438","CHAC2","Glutathione-specific gamma-glutamylcyclotransferase"
"3439","GGACT","Gamma-glutamylamine cyclotransferase"
"3440","GGCT","Gamma-glutamylcyclotransferase"
"3441","CGL","Cystathionine gamma-lyase"
"3442","LGUL","Lactoylglutathione lyase"
"3443","KAT1","Cysteine-S-conjugate beta-lyase"
"3444","KAT3","Cysteine-S-conjugate beta-lyase"
"3445","SCLY","Selenocysteine lyase"
"3446","CCHL","Holocytochrome-c synthase"
"3447","LTC4S","Leukotriene-C(4) synthase"
"3448","ADCY1","Adenylate cyclase"
"3449","ADCY2","Adenylate cyclase"
"3450","ADCY3","Adenylate cyclase"
"3451","ADCY4","Adenylate cyclase"
"3452","ADCY5","Adenylate cyclase"
"3453","ADCY6","Adenylate cyclase"
"3454","ADCY7","Adenylate cyclase"
"3455","ADCY8","Adenylate cyclase"
"3456","ADCY9","Adenylate cyclase"
"3457","ADCYA","Adenylate cyclase"
"3458","ANPRA","Guanylate cyclase"
"3459","ANPRB","Guanylate cyclase"
"3460","GCYA1","Guanylate cyclase"
"3461","GCYA2","Guanylate cyclase"
"3462","GCYB1","Guanylate cyclase"
"3463","GCYB2","Guanylate cyclase"
"3464","GUC2C","Guanylate cyclase"
"3465","GUC2D","Guanylate cyclase"
"3466","GUC2F","Guanylate cyclase"
"3467","TKFC","FAD-AMP lyase (cyclizing)"
"3468","SEN2","tRNA-intron lyase"
"3469","SEN34","tRNA-intron lyase"
"3470","MOCS1","Cyclic pyranopterin monophosphate synthase"
"3471","HEMH","Protoporphyrin ferrochelatase"
"3472","SRR","Serine racemase"
"3473","RPEL1","Ribulose-phosphate 3-epimerase"
"3474","RPE","Ribulose-phosphate 3-epimerase"
"3475","GALE","UDP-glucose 4-epimerase"
"3476","GALM","Aldose 1-epimerase"
"3477","GALE","UDP-N-acetylglucosamine 4-epimerase"
"3478","RENBP","N-acylglucosamine 2-epimerase"
"3479","GLCE","Heparosan-N-sulfate-glucuronate 5-epimerase"
"3480","DSE","Chondroitin-glucuronate 5-epimerase"
"3481","FUCM","L-fucose mutarotase"
"3482","MCEE","Methylmalonyl-CoA epimerase"
"3483","AMACR","Alpha-methylacyl-CoA racemase"
"3484","NNRE","NAD(P)H-hydrate epimerase"
"3485","MAAI","Maleylacetoacetate isomerase"
"3486","FKB10","Peptidylprolyl isomerase"
"3487","FKB11","Peptidylprolyl isomerase"
"3488","FKB14","Peptidylprolyl isomerase"
"3489","FKB1A","Peptidylprolyl isomerase"
"3490","FKB1B","Peptidylprolyl isomerase"
"3491","FKBP2","Peptidylprolyl isomerase"
"3492","FKBP3","Peptidylprolyl isomerase"
"3493","FKBP4","Peptidylprolyl isomerase"
"3494","FKBP5","Peptidylprolyl isomerase"
"3495","FKBP7","Peptidylprolyl isomerase"
"3496","FKBP8","Peptidylprolyl isomerase"
"3497","FKBP9","Peptidylprolyl isomerase"
"3498","NKTR","Peptidylprolyl isomerase"
"3499","PAL4A","Peptidylprolyl isomerase"
"3500","PAL4C","Peptidylprolyl isomerase"
"3501","PAL4D","Peptidylprolyl isomerase"
"3502","PAL4E","Peptidylprolyl isomerase"
"3503","PAL4F","Peptidylprolyl isomerase"
"3504","PAL4G","Peptidylprolyl isomerase"
"3505","PIN1","Peptidylprolyl isomerase"
"3506","PIN4","Peptidylprolyl isomerase"
"3507","PPIA","Peptidylprolyl isomerase"
"3508","PPIB","Peptidylprolyl isomerase"
"3509","PPIC","Peptidylprolyl isomerase"
"3510","PPID","Peptidylprolyl isomerase"
"3511","PPIE","Peptidylprolyl isomerase"
"3512","PPIF","Peptidylprolyl isomerase"
"3513","PPIG","Peptidylprolyl isomerase"
"3514","PPIH","Peptidylprolyl isomerase"
"3515","PPIL1","Peptidylprolyl isomerase"
"3516","PPIL3","Peptidylprolyl isomerase"
"3517","PPIL4","Peptidylprolyl isomerase"
"3518","PPWD1","Peptidylprolyl isomerase"
"3519","PTPA","Peptidylprolyl isomerase"
"3520","TPIS","Triose-phosphate isomerase"
"3521","RPIA","Ribose-5-phosphate isomerase"
"3522","MPI","Mannose-6-phosphate isomerase"
"3523","G6PI","Glucose-6-phosphate isomerase"
"3524","HYI","Hydroxypyruvate isomerase"
"3525","MTNA","S-methyl-5-thioribose-1-phosphate isomerase"
"3526","MIF","Phenylpyruvate tautomerase"
"3527","3BHS1","Steroid Delta-isomerase"
"3528","3BHS2","Steroid Delta-isomerase"
"3529","IDI1","Isopentenyl-diphosphate Delta-isomerase"
"3530","IDI2","Isopentenyl-diphosphate Delta-isomerase"
"3531","EBP","Cholestenol Delta-isomerase"
"3532","ECHP","Delta(3)-Delta(2)-enoyl-CoA isomerase"
"3533","ECI1","Delta(3)-Delta(2)-enoyl-CoA isomerase"
"3534","ECI2","Delta(3)-Delta(2)-enoyl-CoA isomerase"
"3535","MIF","L-dopachrome isomerase"
"3536","TYRP2","L-dopachrome isomerase"
"3537","PDIA1","Protein disulfide-isomerase"
"3538","PDIA2","Protein disulfide-isomerase"
"3539","PDIA3","Protein disulfide-isomerase"
"3540","PDIA4","Protein disulfide-isomerase"
"3541","PDIA5","Protein disulfide-isomerase"
"3542","PDIA6","Protein disulfide-isomerase"
"3543","TMX3","Protein disulfide-isomerase"
"3544","HPGDS","Prostaglandin-D synthase"
"3545","PTGDS","Prostaglandin-D synthase"
"3546","PGES2","Prostaglandin-E synthase"
"3547","PTGES","Prostaglandin-E synthase"
"3548","TEBP","Prostaglandin-E synthase"
"3549","PTGIS","Prostaglandin-I synthase"
"3550","THAS","Thromboxane-A synthase"
"3551","PGM1","Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
"3552","PGM2","Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
"3553","AGM1","Phosphoacetylglucosamine mutase"
"3554","PGAM1","Bisphosphoglycerate mutase"
"3555","PGAM2","Bisphosphoglycerate mutase"
"3556","PGAM4","Bisphosphoglycerate mutase"
"3557","PMGE","Bisphosphoglycerate mutase"
"3558","PGM2","Phosphopentomutase"
"3559","PMM1","Phosphomannomutase"
"3560","PMM2","Phosphomannomutase"
"3561","PGAM1","Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)"
"3562","PGAM2","Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)"
"3563","PGAM4","Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)"
"3564","PMGE","Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)"
"3565","LOXE3","Hydroperoxy icosatetraenoate isomerase"
"3566","MUTA","Methylmalonyl-CoA mutase"
"3567","ERG7","Lanosterol synthase"
"3568","TRUA","tRNA pseudouridine(38-40) synthase"
"3569","PUS10","tRNA pseudouridine(55) synthase"
"3570","PUS3","tRNA pseudouridine(38/39) synthase"
"3571","INO1","Inositol-3-phosphate synthase"
"3572","KATL1","Microtubule-severing ATPase"
"3573","KATL2","Microtubule-severing ATPase"
"3574","KTNA1","Microtubule-severing ATPase"
"3575","SPAST","Microtubule-severing ATPase"
"3576","TOP1M","DNA topoisomerase"
"3577","TOP1","DNA topoisomerase"
"3578","TOP3A","DNA topoisomerase"
"3579","TOP3B","DNA topoisomerase"
"3580","SPO11","DNA topoisomerase (ATP-hydrolyzing)"
"3581","TOP2A","DNA topoisomerase (ATP-hydrolyzing)"
"3582","TOP2B","DNA topoisomerase (ATP-hydrolyzing)"
"3583","SYYC","Tyrosine--tRNA ligase"
"3584","SYYM","Tyrosine--tRNA ligase"
"3585","SYWC","Tryptophan--tRNA ligase"
"3586","SYWM","Tryptophan--tRNA ligase"
"3587","SYTC2","Threonine--tRNA ligase"
"3588","SYTC","Threonine--tRNA ligase"
"3589","SYTM","Threonine--tRNA ligase"
"3590","SYLC","Leucine--tRNA ligase"
"3591","SYLM","Leucine--tRNA ligase"
"3592","SYIC","Isoleucine--tRNA ligase"
"3593","SYIM","Isoleucine--tRNA ligase"
"3594","SYK","Lysine--tRNA ligase"
"3595","SYAC","Alanine--tRNA ligase"
"3596","SYAM","Alanine--tRNA ligase"
"3597","SYVC","Valine--tRNA ligase"
"3598","SYVM","Valine--tRNA ligase"
"3599","SYMC","Methionine--tRNA ligase"
"3600","SYMM","Methionine--tRNA ligase"
"3601","SYSC","Serine--tRNA ligase"
"3602","SYSM","Serine--tRNA ligase"
"3603","SYDC","Aspartate--tRNA ligase"
"3604","SYDM","Aspartate--tRNA ligase"
"3605","GARS","Glycine--tRNA ligase"
"3606","SYEP","Proline--tRNA ligase"
"3607","SYPM","Proline--tRNA ligase"
"3608","SYCC","Cysteine--tRNA ligase"
"3609","SYCM","Cysteine--tRNA ligase"
"3610","SYEM","Glutamate--tRNA ligase"
"3611","SYEP","Glutamate--tRNA ligase"
"3612","SYQ","Glutamine--tRNA ligase"
"3613","SYRC","Arginine--tRNA ligase"
"3614","SYRM","Arginine--tRNA ligase"
"3615","SYFA","Phenylalanine--tRNA ligase"
"3616","SYFB","Phenylalanine--tRNA ligase"
"3617","SYFM","Phenylalanine--tRNA ligase"
"3618","SYHC","Histidine--tRNA ligase"
"3619","SYHM","Histidine--tRNA ligase"
"3620","SYNC","Asparagine--tRNA ligase"
"3621","SYNM","Asparagine--tRNA ligase"
"3622","ACS2L","Acetate--CoA ligase"
"3623","ACSA","Acetate--CoA ligase"
"3624","ACSS3","Acetate--CoA ligase"
"3625","ACS2A","Medium-chain acyl-CoA ligase"
"3626","ACS2B","Medium-chain acyl-CoA ligase"
"3627","ACSM1","Medium-chain acyl-CoA ligase"
"3628","ACSM3","Medium-chain acyl-CoA ligase"
"3629","ACSM4","Medium-chain acyl-CoA ligase"
"3630","ACSM5","Medium-chain acyl-CoA ligase"
"3631","ACSM6","Medium-chain acyl-CoA ligase"
"3632","ACBG1","Long-chain-fatty-acid--CoA ligase"
"3633","ACBG2","Long-chain-fatty-acid--CoA ligase"
"3634","ACSL1","Long-chain-fatty-acid--CoA ligase"
"3635","ACSL3","Long-chain-fatty-acid--CoA ligase"
"3636","ACSL4","Long-chain-fatty-acid--CoA ligase"
"3637","ACSL5","Long-chain-fatty-acid--CoA ligase"
"3638","ACSL6","Long-chain-fatty-acid--CoA ligase"
"3639","S27A2","Long-chain-fatty-acid--CoA ligase"
"3640","SUCA","Succinate--CoA ligase (GDP-forming)"
"3641","SUCB2","Succinate--CoA ligase (GDP-forming)"
"3642","SUCA","Succinate--CoA ligase (ADP-forming)"
"3643","SUCB1","Succinate--CoA ligase (ADP-forming)"
"3644","S27A5","Cholate--CoA ligase"
"3645","AACS","Acetoacetate--CoA ligase"
"3646","UBA1","E1 ubiquitin-activating enzyme"
"3647","UBA6","E1 ubiquitin-activating enzyme"
"3648","GLNA","Glutamine synthetase"
"3649","DPH6","Diphthine--ammonia ligase"
"3650","RIMKB","Beta-citrylglutamate synthase"
"3651","GSH1","Glutamate--cysteine ligase"
"3652","GSHB","Glutathione synthase"
"3653","PPCS","Phosphopantothenate--cysteine ligase (CTP)"
"3654","PUR6","Phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"3655","CRNS1","Carnosine synthase"
"3656","FOLC","Tetrahydrofolate synthase"
"3657","TTL","Tubulin--tyrosine ligase"
"3658","RIMKA","N-acetylaspartylglutamate synthase"
"3659","RIMKB","N-acetylaspartylglutamate synthase"
"3660","RIMKA","N-acetylaspartylglutamylglutamate synthase"
"3661","TRI25","ISG15--protein ligase"
"3662","PUR2","Phosphoribosylformylglycinamidine cyclo-ligase"
"3663","MTHFS","5-formyltetrahydrofolate cyclo-ligase"
"3664","PYRG1","CTP synthase (glutamine hydrolyzing)"
"3665","PYRG2","CTP synthase (glutamine hydrolyzing)"
"3666","C1TC","Formate--tetrahydrofolate ligase"
"3667","C1TM","Formate--tetrahydrofolate ligase"
"3668","PURA1","Adenylosuccinate synthase"
"3669","PURA2","Adenylosuccinate synthase"
"3670","ASSY","Argininosuccinate synthase"
"3671","BPL1","Biotin--[methylmalonyl-CoA-carboxytransferase] ligase"
"3672","BPL1","Biotin--[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase"
"3673","BPL1","Biotin--[methylcrotonoyl-CoA-carboxylase] ligase"
"3674","PUR2","Phosphoribosylamine--glycine ligase"
"3675","ACACA","Biotin carboxylase"
"3676","ACACB","Biotin carboxylase"
"3677","BPL1","Biotin--[biotin carboxyl-carrier protein] ligase"
"3678","CPSM","Carbamoyl-phosphate synthase (ammonia)"
"3679","PNCB","Nicotinate phosphoribosyltransferase"
"3680","NADE","NAD(+) synthase (glutamine-hydrolyzing)"
"3681","GUAA","GMP synthase (glutamine-hydrolyzing)"
"3682","PUR4","Phosphoribosylformylglycinamidine synthase"
"3683","ASNS","Asparagine synthase (glutamine-hydrolyzing)"
"3684","PYR1","Carbamoyl-phosphate synthase (glutamine-hydrolyzing)"
"3685","GATA","Glutaminyl-tRNA synthase (glutamine-hydrolyzing)"
"3686","PYC","Pyruvate carboxylase"
"3687","ACACA","Acetyl-CoA carboxylase"
"3688","ACACB","Acetyl-CoA carboxylase"
"3689","PCCA","Propionyl-CoA carboxylase"
"3690","PCCB","Propionyl-CoA carboxylase"
"3691","MCCA","Methylcrotonoyl-CoA carboxylase"
"3692","MCCB","Methylcrotonoyl-CoA carboxylase"
"3693","DNLI1","DNA ligase (ATP)"
"3694","DNLI3","DNA ligase (ATP)"
"3695","DNLI4","DNA ligase (ATP)"
"3696","RTCB","RNA ligase (ATP)"
"3697","RTCA","RNA 3'-terminal-phosphate cyclase (ATP)"
"3698","NDUS1","NADH:ubiquinone reductase (H(+)-translocating)"
"3699","NDUS2","NADH:ubiquinone reductase (H(+)-translocating)"
"3700","NDUS3","NADH:ubiquinone reductase (H(+)-translocating)"
"3701","NDUS7","NADH:ubiquinone reductase (H(+)-translocating)"
"3702","NDUS8","NADH:ubiquinone reductase (H(+)-translocating)"
"3703","NDUV1","NADH:ubiquinone reductase (H(+)-translocating)"
"3704","NDUV2","NADH:ubiquinone reductase (H(+)-translocating)"
"3705","NU1M","NADH:ubiquinone reductase (H(+)-translocating)"
"3706","NU2M","NADH:ubiquinone reductase (H(+)-translocating)"
"3707","NU3M","NADH:ubiquinone reductase (H(+)-translocating)"
"3708","NU4LM","NADH:ubiquinone reductase (H(+)-translocating)"
"3709","NU4M","NADH:ubiquinone reductase (H(+)-translocating)"
"3710","NU5M","NADH:ubiquinone reductase (H(+)-translocating)"
