"Type","Family id","Family name","Target id","Target name","Subunits","Target systematic name","Target abbreviated name","synonyms","HGNC id","HGNC symbol","HGNC name","Human genetic localisation","Human nucleotide RefSeq","Human protein RefSeq","Human SwissProt","Human Entrez Gene","RGD id","RGD symbol","RGD name","Rat genetic localisation","Rat nucleotide RefSeq","Rat protein RefSeq","Rat SwissProt","Rat Entrez Gene","MGI id","MGI symbol","MGI name","Mouse genetic localisation","Mouse nucleotide RefSeq","Mouse protein RefSeq","Mouse SwissProt","Mouse Entrez Gene"
"enzyme","580","IRE family","2020","endoplasmic reticulum to nucleus signaling 1","","","IRE1","inositol-requiring enzyme 1","3449","ERN1","endoplasmic reticulum to nucleus signaling 1","17q23","NM_001433","NP_001424","O75460","2081","1559716","Ern1","endoplasmic reticulum to nucleus signaling 1","10 q32.1","NM_001191926","NP_001178855","","498013","MGI:1930134","Ern1","endoplasmic reticulum (ER) to nucleus signalling 1","11 E1","NM_023913","NP_076402","Q9EQY0","78943"
"enzyme","580","IRE family","2021","endoplasmic reticulum to nucleus signaling 2","","","IRE2","","16942","ERN2","endoplasmic reticulum to nucleus signaling 2","16p12.2","NM_033266","NP_150296","Q76MJ5","10595","1308743","Ern2","endoplasmic reticulum to nucleus signaling 2","1 q36","NM_001108919","NP_001102389","","365363","MGI:1349436","Ern2","endoplasmic reticulum (ER) to nucleus signalling 2","7 F3","NM_012016","NP_036146","Q9Z2E3","26918"
"enzyme","581","Janus kinase (JakA) family","2047","Janus kinase 1","","","JAK1","JAK1A|JAK1B|JTK3","6190","JAK1","Janus kinase 1","1p32.3-p31.3","NM_002227","NP_002218","P23458","3716","69056","Jak1","Janus kinase 1","5  q31.3-q35","NM_053466","NP_445918","","84598","MGI:96628","Jak1","Janus kinase 1","4 C6","NM_146145","NP_666257","P52332","17096"
"enzyme","581","Janus kinase (JakA) family","2048","Janus kinase 2","","","JAK2","JTK10","6192","JAK2","Janus kinase 2","9p24","NM_004972","NP_004963","O60674","3717","2939","Jak2","Janus kinase 2","1  q51-q53","NM_031514","NP_113702","Q62689","24514","MGI:96629","Jak2","Janus kinase 2","19 C1","NM_001048177","NP_001041642","Q62120","16452"
"enzyme","581","Janus kinase (JakA) family","2049","Janus kinase 3","","","JAK3","JAKL|leukocyte Janus kinase|LJAK","6193","JAK3","Janus kinase 3","19p13-p12","NM_000215","NP_000206","P52333","3718","2940","Jak3","Janus kinase 3","16 p14","NM_012855","NP_036987","Q63272","25326","MGI:99928","Jak3","Janus kinase 3","8 B3.3","NM_001190830","NP_001177759","Q62137","16453"
"enzyme","581","Janus kinase (JakA) family","2269","tyrosine kinase 2","","","Tyk2","JTK1","12440","TYK2","tyrosine kinase 2","19p13.2","NM_003331","NP_003322","P29597","7297","2320469","Tyk2","tyrosine kinase 2","8q13","NM_001257347","NP_001244276","","100361294","MGI:1929470","Tyk2","tyrosine kinase 2","9 A3","NM_001205312","NP_001192241","Q9R117","54721"
"enzyme","518","JNK subfamily","1496","mitogen-activated protein kinase 8","","","JNK1","c-jun NH2-terminal kinase|c-Jun N-terminal kinase 1|JNK|JNK-46|MAP kinase 8|PRKM8|SAPK gamma|SAPK1C|Stress-activated protein kinase 1c|stress-activated protein kinase JNK1","6881","MAPK8","mitogen-activated protein kinase 8","10q11","NM_002750","NP_002741","P45983","5599","621506","Mapk8","mitogen-activated protein kinase 8","16p16","NM_053829","NP_446281","P49185","116554","MGI:1346861","Mapk8","mitogen-activated protein kinase 8","14 B","NM_016700","NP_057909","Q91Y86","26419"
"enzyme","518","JNK subfamily","1497","mitogen-activated protein kinase 9","","","JNK2","JNK-55|c-Jun N-terminal kinase 2|JNK/SAPK alpha|Jun kinase|MAP kinase 9|PRKM9|SAPK1A|SAPK-alpha|stress activated protein kinase alpha II|Stress-activated protein kinase 1a|stress-activated protein kinase JNK2","6886","MAPK9","mitogen-activated protein kinase 9","5q35","NM_001135044","NP_001128516","P45984","5601","628847","Mapk9","mitogen-activated protein kinase 9","10 q22","NM_017322","NP_059018","P49186","50658","MGI:1346862","Mapk9","mitogen-activated protein kinase 9","11 B1.2","NM_207692","NP_001157143|NP_001157144|NP_058657|NP_997575","Q9WTU6","26420"
"enzyme","518","JNK subfamily","1498","mitogen-activated protein kinase 10","","","JNK3","c-Jun N-terminal kinase 3|JNK3A|MAP kinase 10|p54-beta|p54bSAPK|PRKM10|SAPK1B|SAPK-beta|SAPKC|Serk2|stress-activated protein kinase JNK3|Stress activated protein kinase beta","6872","MAPK10","mitogen-activated protein kinase 10","4q22-q23","NM_002753","NP_002744","P53779","5602","3663","Mapk10","mitogen activated protein kinase 10","14p22","NM_001270556","NP_001257485","P49187","25272","MGI:1346863","Mapk10","mitogen-activated protein kinase 10","5 E4","NM_001081567","NP_001075036","E9QN59","26414"
"enzyme","543","KHS subfamily","2085","mitogen-activated protein kinase kinase kinase kinase 1","","","HPK1","hematopoietic progenitor kinase 1|MAPK/ERK kinase kinase kinase 1","6863","MAP4K1","mitogen-activated protein kinase kinase kinase kinase 1","19q13.1-q13.4","NM_001042600","NP_001036065","Q92918","11184","1305463","Map4k1","mitogen activated protein kinase kinase kinase kinase 1","1 q21","NM_001106243","NP_001099713","","292763","MGI:1346882","Map4k1","mitogen-activated protein kinase kinase kinase kinase 1","7 B1","NM_008279","NP_032305","P70218","26411"
"enzyme","543","KHS subfamily","2086","mitogen-activated protein kinase kinase kinase kinase 2","","","GCK","Germinal center kinase|Rab8-interacting protein|RAB8IP|B lymphocyte serine/threonine-protein kinase|MAPK/ERK kinase kinase kinase 2|MEKKK 2","6864","MAP4K2","mitogen-activated protein kinase kinase kinase kinase 2","11q13.1","NM_004579","NP_004570","Q12851","5871","1308199","Map4k2","mitogen activated protein kinase kinase kinase kinase 2","1 q43","NM_001106329","NP_001099799","","293694","MGI:1346883","Map4k2","mitogen-activated protein kinase kinase kinase kinase 2","19 A","NM_009006","NP_033032","Q61161","26412"
"enzyme","543","KHS subfamily","2087","mitogen-activated protein kinase kinase kinase kinase 3","","","KHS2","GLK|MAPK/ERK kinase kinase kinase 3|MAPKKKK3|MEKKK 3|RAB8IPL1","6865","MAP4K3","mitogen-activated protein kinase kinase kinase kinase 3","2p22.3","NM_001270425","NP_003609","Q8IVH8","8491","621280","Map4k3","mitogen-activated protein kinase kinase kinase kinase 3","6 q11","NM_133407","NP_596898","Q924I2","170920","MGI:2154405","Map4k3","mitogen-activated protein kinase kinase kinase kinase 3","17 E3","NM_001290345","NP_001277274","Q99JP0","225028"
"enzyme","543","KHS subfamily","2089","mitogen-activated protein kinase kinase kinase kinase 5","","","KHS1","KHS|KHS1|MAPKKKK5","6867","MAP4K5","mitogen-activated protein kinase kinase kinase kinase 5","14q11.2-q21","NM_006575","NP_006566","Q9Y4K4","11183","1562028","Map4k5","mitogen-activated protein kinase kinase kinase kinase 5","6 q24","NM_001192016","NP_001178945","","503027","MGI:1925503","Map4k5","mitogen-activated protein kinase kinase kinase kinase 5","12 C3","NM_201519","NP_958927","Q8BPM2","399510"
"enzyme","104","Lanosterol biosynthesis pathway","2435","acetyl-CoA acetyltransferase 1","","","","ACAT|acetoacetyl-CoA thiolase|acetyl-Co A acetyltransferase 1 mitochondrial|acetoacetyl coenzyme A thiolase","93","ACAT1","acetyl-CoA acetyltransferase 1","11q22.3","NM_000019","NP_000010","P24752","38","2016","Acat1","acetyl-CoA acetyltransferase 1","8q24.1","NM_017075","NP_058771","P17764","25014","MGI:87870","Acat1","acetyl-Coenzyme A acetyltransferase 1","9 C-D","NM_144784","NP_659033","Q8QZT1","110446"
"enzyme","104","Lanosterol biosynthesis pathway","2436","acetyl-CoA acetyltransferase 2","","","","Acat3|Acetyl-CoA acetyltransferase, cytosolic|Cytosolic acetoacetyl-CoA thiolase|acetoacetyl Coenzyme A thiolase|acetyl-Coenzyme A acetyltransferase 3","94","ACAT2","acetyl-CoA acetyltransferase 2","6q25.3-q26","NM_005891","NP_005882","Q9BWD1","39","1359366","Acat2","acetyl-CoA acetyltransferase 2","1q11","NM_001006995","NP_001006996","Q5XI22","308100","MGI:87871","Acat2","acetyl-Coenzyme A acetyltransferase 2","17 A2-A3","NM_009338","NP_033364","Q8CAY6","110460"
"enzyme","104","Lanosterol biosynthesis pathway","638","hydroxymethylglutaryl-CoA synthase 1","","","","acetoacetyl coenzyme A transacetase|HMG-CoA synthase|hydroxymethylglutaryl coenzyme A-condensing enzyme|HMGCS|hydroxymethylglutaryl-CoA synthase, cytoplasmic|cytosolic HMGCoA synthase","5007","HMGCS1","3-hydroxy-3-methylglutaryl-CoA synthase 1","5p14-p13","NM_002130|NM_001098272","NP_001091742|NP_002121","Q01581","3157","70970","Hmgcs1","3-hydroxy-3-methylglutaryl-CoA synthase 1","2q16","NM_017268","NP_058964","P17425","29637","MGI:107592","Hmgcs1","3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1","13 66.0 cM; 13","NM_145942","NP_666054","Q8JZK9","208715"
"enzyme","104","Lanosterol biosynthesis pathway","2432","hydroxymethylglutaryl-CoA synthase 2","","","","mitochondrial HMGCoA synthase|3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial)","5008","HMGCS2","3-hydroxy-3-methylglutaryl-CoA synthase 2","1p13-p12","NM_005518|NM_001166107","NP_005509|NP_001159579","P54868","3158","2804","Hmgcs2","3-hydroxy-3-methylglutaryl-CoA synthase 2","2q34","","NP_775117","P22791","24450","MGI:101939","Hmgcs2","3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2","3 42.74cM","NM_008256","NP_032282","P54869","15360"
"enzyme","104","Lanosterol biosynthesis pathway","639","hydroxymethylglutaryl-CoA reductase","","","","beta-hydroxy-beta-methylglutaryl coenzyme A reductase|HMG CoA reductase|HMG1|HMG2|HMG2.2|HMG3.3|HMG-CoAR|HMGCR|HMGR|HMGR1|HMGR2|mevalonate:NADP+ oxidoreductase (acetylating CoA)|NADPH-hydroxymethylglutaryl-CoA reductase|3H3M","5006","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase","5q13.3-q14","NM_000859|NM_001130996","NP_000850|NP_001124468","P04035","3156","2803","Hmgcr","3-hydroxy-3-methylglutaryl-CoA reductase","2q12","NM_013134","NP_037266","P51639","25675","MGI:96159","Hmgcr","3-hydroxy-3-methylglutaryl-Coenzyme A reductase","13 D1; 13 49.0 cM","NM_008255","NP_032281","Q01237","15357"
"enzyme","104","Lanosterol biosynthesis pathway","640","mevalonate kinase","","","","ATP:mevalonate 5-phosphotransferase|mevalonate 5-phosphotransferase|mevalonate phosphokinase|mevalonic acid kinase|mevalonic kinase|MVA kinase|LRBP|MK|LH receptor mRNA-binding protein","7530","MVK","mevalonate kinase","12q24","NM_000431|NM_001114185","NP_000422|NP_001107657","Q03426","4598","621295","Mvk","mevalonate kinase","12","NM_031063","NP_112325","P17256","81727","MGI:107624","Mvk","mevalonate kinase","5 F; 5 64.0 cM","NM_023556","NP_076045","Q9R008","17855"
"enzyme","104","Lanosterol biosynthesis pathway","641","phosphomevalonate kinase","","","","ATP:5-phosphomevalonate phosphotransferase|mevalonate-5-phosphate kinase|mevalonic acid phosphate kinase|phosphomevalonic kinase|PMK|HUMPMKI|PMKA","9141","PMVK","phosphomevalonate kinase","1p13-q23","NM_006556","NP_006547","Q15126","10654","1310812","Pmvk","phosphomevalonate kinase","2q34","NM_001008352","NP_001008353","Q5RK24","310645","MGI:1915853","Pmvk","phosphomevalonate kinase","3 F1; 3","NM_026784|NM_027348","NP_081624|NP_081060","Q9D1G2","68603"
"enzyme","104","Lanosterol biosynthesis pathway","642","diphosphomevalonate decarboxylase","","","","5-Pyrophosphomevalonate decarboxylase|MDD|MDP|mevalonate 5'-diphosphate decarboxylase|Mevalonate 5-diphosphate decarboxylase|mevalonate diphosphate decarboxylase|MPD|Pyrophosphomevalonate decarboxylase|mevalonate pyrophosphate decarboxylase|Pyrophosphomevalonic acid decarboxylase|MDDase|Mvpd|mevalonate (diphospho) decarboxylase","7529","MVD","mevalonate diphosphate decarboxylase","16q24.3","NM_002461","NP_002452","P53602","4597","621292","Mvd","mevalonate diphosphate decarboxylase","19q12","NM_031062","NP_112324","Q62967","81726","MGI:2179327","Mvd","mevalonate (diphospho) decarboxylase","8 E1; 8","NM_138656","NP_619597","Q99JF5","192156"
"enzyme","104","Lanosterol biosynthesis pathway","646","isopentenyl-diphosphate &Delta;-isomerase 1","","","","IPPI1|methylbutenylpyrophosphate isomerase|IPP isomerase 1|isopentenyl pyrophosphate isomerase 1","5387","IDI1","isopentenyl-diphosphate delta isomerase 1","10p15.3","NM_004508","NP_004499","Q13907","3422","621835","Idi1","isopentenyl-diphosphate delta isomerase 1","17q12.1","NM_053539","NP_445991","O35760","89784","MGI:2442264","Idi1","isopentenyl-diphosphate delta isomerase","13 A1; 13","NM_145360","NP_663335","P58044","319554"
"enzyme","104","Lanosterol biosynthesis pathway","647","isopentenyl-diphosphate &Delta;-isomerase 2","","","","IPPI2|isopentenyl-diphosphate delta isomerase 2|IPP isomerase 2|isopentenyl pyrophosphate isomerase 2","23487","IDI2","isopentenyl-diphosphate delta isomerase 2","10p15.3","NM_033261","NP_150286","Q9BXS1","91734","1559783","Idi2","isopentenyl-diphosphate delta isomerase 2","17q12.1","NM_001192008","NP_001178937","","502143","MGI:2444315","Idi2","isopentenyl-diphosphate delta isomerase 2","13 A1; 13","NM_177197","NP_796171","Q8BFZ6","320581"
"enzyme","104","Lanosterol biosynthesis pathway","643","geranylgeranyl diphosphate synthase","","","","farnesyltransferase|geranylgeranyl pyrophosphate synthase|geranylgeranyl-PP synthetase|GGDPS|GGPP synthase|GGPPS|GGPS|GGSP1|(2E,6E)-farnesyl diphosphate synthase|Crlf3|dimethylallyltranstransferase|farnesyltranstransferase|geranyltranstransferase|GGPPSase|GGPPS1","4249","GGPS1","geranylgeranyl diphosphate synthase 1","1q43","NM_001037277","NP_001032354","O95749","9453","1359680","Ggps1","geranylgeranyl diphosphate synthase 1","17q12.1","NM_001007626","NP_001007627","Q6F596","291211","MGI:1341724","Ggps1","geranylgeranyl diphosphate synthase 1","13 A1; 13 8.0 cM","NM_010282","NP_034412","Q9WTN0","14593"
"enzyme","104","Lanosterol biosynthesis pathway","644","farnesyl diphosphate synthase","","","","geranyl transferase I|HsFPS|prenyltransferase|(2E,6E)-farnesyl diphosphate synthase|dimethylallyltranstransferase|FPP synthase|FPS|geranyltranstransferase|testis-specific farnesyl pyrophosphate synthetase|Fdpsl1","3631","FDPS","farnesyl diphosphate synthase","1q22","NM_002004|NM_001135821|NM_001135822|NM_001242824|NM_001242825","NP_001995|NP_001129293|NP_001129294|NP_001229753|NP_001229754","P14324","2224","68953","Fdps","farnesyl diphosphate synthase","2q34","NM_031840","NP_114028","P05369","83791","MGI:104888","Fdps","farnesyl diphosphate synthetase","3 F1; 3 42.6 cM","NM_134469|NM_001253751","NP_608219|NP_001240680","Q920E5","110196"
"enzyme","104","Lanosterol biosynthesis pathway","645","squalene synthase ","","","","farnesyltransferase|FDFT1|presqualene synthase|presqualene-diphosphate synthase|SQS|squalene synthetase|SSase|FPP:FPP farnesyltransferase","3629","FDFT1","farnesyl-diphosphate farnesyltransferase 1","8p23.1-p22","NM_004462","NP_004453","P37268","2222","61834","Fdft1","farnesyl diphosphate farnesyl transferase 1","15p12","NM_019238","NP_114028","Q02769","29580","MGI:102706","Fdft1","farnesyl diphosphate farnesyl transferase 1","14 D1; 14 3.0 cM","NM_010191","NP_034321","P53798","14137"
"enzyme","104","Lanosterol biosynthesis pathway","2433","squalene monooxygenase","","","","SE|squalene epoxidase","11279","SQLE","squalene epoxidase","8q24.1","NM_003129","NP_003120","Q14534","6713","3755","Sqle","squalene epoxidase","7q33","NM_017136","NP_058832","P52020","29230","MGI:109296","Sqle","squalene epoxidase","15 25.16cM","NM_009270","NP_033296","P52019","20775"
"enzyme","104","Lanosterol biosynthesis pathway","2434","lanosterol synthase","","","","OSC|oxidosqualene-lanosterol cyclase|2,3-epoxysqualene-lanosterol cyclase|lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)|lanosterol synthase (2","6708","LSS","lanosterol synthase","21q22.3","NM_002340|NM_001001438|NM_001145436|NM_001145437","NP_001001438|NP_001138908|NP_001138909|NP_002331","P48449","4047","620955","Lss","lanosterol synthase","20p12","","","P48450","81681","MGI:1336155","Lss","lanosterol synthase","10 39.10cM","","","Q8BLN5","16987"
"enzyme","582","Leucine-rich repeat kinase (LRRK) family","2058","leucine rich repeat kinase 1","","","LRRK1","RIPK6|Roco1","18608","LRRK1","leucine rich repeat kinase 1","15q26.3","NM_024652","NP_078928","Q38SD2","79705","1308000","Lrrk1","leucine-rich repeat kinase 1","1 q22","NM_001191624","NP_001178553","","308703","MGI:2142227","Lrrk1","leucine-rich repeat kinase 1","7 C","NM_146191","NP_666303","Q3UHC2","233328"
"enzyme","582","Leucine-rich repeat kinase (LRRK) family","2059","leucine rich repeat kinase 2","","","LRRK2","Park8|Parkinson disease (autosomal dominant) 8|ROCO2|RIPK7|leucine-rich repeat kinase 2","18618","LRRK2","leucine rich repeat kinase 2","12q12","NM_198578","NP_940980","Q5S007","120892","1561168","Lrrk2","leucine-rich repeat kinase 2","7q35","NM_001191789","NP_001178718","","300160","MGI:1913975","Lrrk2","leucine-rich repeat kinase 2","15 F1","NM_025730","NP_080006","Q5S006","66725"
"enzyme","272","Leukotriene and lipoxin metabolism","1391","Leukotriene C4 synthase","","","","LTC4 synthase","6719","LTC4S","leukotriene C4 synthase","5q35.3","NM_145867","NP_665874","Q16873","4056","620677","Ltc4s","leukotriene C4 synthase","","","","Q925U2","114097","MGI:107498","Ltc4s","leukotriene C4 synthase","","","","Q60860","17001"
"enzyme","272","Leukotriene and lipoxin metabolism","1392","&gamma;-Glutamyltransferase","","","","CRF21|GCTG","21705","GGCT","gamma-glutamylcyclotransferase","","","","O75223","79017","1304876","Ggct","gamma-glutamyl cyclotransferase","","","","","","MGI:1915502","Ggct","gamma-glutamyl cyclotransferase","","","","","110175"
"enzyme","272","Leukotriene and lipoxin metabolism","1393","Dipeptidase 1","","","","microsomal dipeptidase|MBD|dipeptidase 1 (renal)","3002","DPEP1","dipeptidase 1","16q24","NM_001128141|NM_004413","NP_001121613|NP_004404","P16444","1800","620324","Dpep1","dipeptidase 1 (renal)","19q12","NM_053591","NP_446043","P31430","94199","MGI:94917","Dpep1","dipeptidase 1 (renal)","8 E1","NM_007876","NP_031902","P31428","13479"
"enzyme","272","Leukotriene and lipoxin metabolism","1394","Dipeptidase 2","","","","MBD-2","23028","DPEP2","dipeptidase 2","","","","Q9H4A9","64174","1305746","Dpep2","dipeptidase 2","","","","Q5M872","291984","MGI:2442042","Dpep2","dipeptidase 2","","","","Q8C255","319446"
"enzyme","272","Leukotriene and lipoxin metabolism","1395","Leukotriene A<sub>4</sub> hydrolase","","","","","6710","LTA4H","leukotriene A4 hydrolase","12q22","NM_000895|NM_001256643|NM_001256644","NP_000886|NP_001243572|NP_001243573","P09960","4048","1311333","Lta4h","leukotriene A4 hydrolase","7q13","NM_001030031","NP_001025202","P30349","299732","MGI:96836","Lta4h","leukotriene A4 hydrolase","10 C3","NM_008517","NP_032543","P24527","16993"
"enzyme","510","LIMK subfamily","2054","LIM domain kinase 1","","","LIMK1","","6613","LIMK1","LIM domain kinase 1","7q11.23","NM_001204426","NP_002305","P53667","3984","62055","Limk1","LIM domain kinase 1","12 q12","NM_031727","NP_113915","P53669","65172","MGI:104572","Limk1","LIM-domain containing, protein kinase","5 G2","NM_010717","NP_034847","P53668","16885"
